overview_date,portfolio_id,instrument_id,book_name,instrument_type,quantity,price,asset_value,exposure_value,dtd_ativo_fin,portfolio_origem,nivel,portfolio_nav,pct_exposicao
2025-04-30,1175,1,Caixa,7,7129256.994437628,1.0,7129256.994437628,7129256.994437628,0.0,1695,1,2722993773.930000000,0.0026181686725446403
2025-04-30,1175,1247,Risco >> Renda Variável Terceiros,3,155200678.82069767,1.1976974,185883449.50543794,185883449.50178465,1174124.1776741028,1695,1,2722993773.930000000,0.06826436816765309
2025-04-30,1175,1362,Caixa,16,0.0,4312.92019465,0.0,0.0,3740.6199288723483,1695,1,2722993773.930000000,0.0
2025-04-30,1203,1206,Risco >> Multimercado Terceiros,3,499297685.9303071,1.2116647,604981380.83,604981380.8334397,2085266.85,1203,0,3161169403.070000000,0.19137898153952337
2025-04-30,1203,1157,Risco >> Multimercado Próprio,3,0.00781865,1.35307094,0.01,0.010579188105031,0.0,1203,0,3161169403.070000000,3.3466058777985508e-12
2025-04-30,1203,1211,Risco >> Renda Fixa,3,1635374108.4228005,1.11282573,1819886386.03,1819886386.0287023,5347509.8,1203,0,3161169403.070000000,0.575700367168334
2025-04-30,1203,1,Caixa,7,500.0,1.0,500.0,500.0,0.0,1203,0,3161169403.070000000,1.581693152902278e-07
2025-04-30,1203,1158,Risco >> Multimercado Próprio,3,240966129.45536482,1.55879892,375617742.35,375617742.35160285,502069.8,1203,0,3161169403.070000000,0.11882240223722842
2025-04-30,1203,1273,Risco >> Multimercado Próprio,3,34280045.36674444,1.2759625,43740052.39,43740052.38626465,-32319.22,1203,0,3161169403.070000000,0.013836668273388347
2025-04-30,1203,1214,Caixa,3,1351516.0862,4.3314135,5853975.02,5853975.021233844,2628.19,1203,0,3161169403.070000000,0.0018518384416693074
2025-04-30,1203,1274,Caixa,3,32930.6698419,16.10264063,530270.74,530270.7421692946,0.0,1203,0,3161169403.070000000,0.0001677451204147165
2025-04-30,1203,1188,Risco >> Crédito,3,8907060.08319729,2.09227006,18635975.13,18635975.1346948,-38073.41,1203,0,3161169403.070000000,0.005895278853640774
2025-04-30,1203,1213,Caixa,3,247686888.3609232,1.10725649,274252914.63,274252914.6255377,163536.97,1203,0,3161169403.070000000,0.08675679144534118
2025-04-30,1204,1206,Risco >> Multimercado Terceiros,3,0.08993883,1.2116647,0.11,0.108975705470301,0.0,1204,0,375523839.150000000,2.9019650448016303e-10
2025-04-30,1204,1886,Risco >> Multimercado Terceiros,3,133339960.231,1.2107356,161439436.75,161439436.75425592,240518.62,1204,0,375523839.150000000,0.4299046290101711
2025-04-30,1204,1,Caixa,7,499.92,1.0,499.92,499.92,0.0,1204,0,375523839.150000000,1.3312603565503893e-06
2025-04-30,1204,1214,Caixa,3,1177169.03134,4.3314135,5098805.83,5098805.834127999,2289.13,1204,0,375523839.150000000,0.013577848601221085
2025-04-30,1204,1274,Risco >> Crédito,3,7452.34824589,16.10264063,120002.49,120002.48565317754,0.0,1204,0,375523839.150000000,0.0003195602333124942
2025-04-30,1204,1213,Caixa,3,44497321.073667,1.10725649,49269947.55,49269947.54643156,27382.76,1204,0,375523839.150000000,0.13120324839550618
2025-04-30,1204,1201,Risco >> Multimercado Próprio,3,149014097.10030046,1.07232688,159791821.82,159791821.81958222,365430.25,1204,0,375523839.150000000,0.4255171181176454
2025-04-30,1205,1886,Risco >> Multimercado Terceiros,3,114196576.13903,1.2107356,138261860.13,138261860.12963417,205987.78,1205,0,329584744.370000000,0.41950321576297833
2025-04-30,1205,1157,Risco >> Multimercado Próprio,3,0.00946478,1.35307094,0.01,0.0128065187714932,0.0,1205,0,329584744.370000000,3.885652776791235e-11
2025-04-30,1205,1,Caixa,7,500.06,1.0,500.06,500.06,0.0,1205,0,329584744.370000000,1.5172425561015053e-06
2025-04-30,1205,1214,Caixa,3,1079826.14017,4.3314135,4677173.52,4677173.52118523,2099.78,1205,0,329584744.370000000,0.014191110483968638
2025-04-30,1205,1274,Risco >> Crédito,3,7350.98190799,16.10264063,118370.22,118370.2199419947,0.0,1205,0,329584744.370000000,0.0003591495721935156
2025-04-30,1205,1213,Caixa,3,36208234.47451154,1.10725649,40091802.61,40091802.61334464,22281.82,1205,0,329584744.370000000,0.12164338094586255
2025-04-30,1205,1201,Risco >> Multimercado Próprio,3,136739773.26911983,1.07232688,146629734.44,146629734.44158268,335329.68,1205,0,329584744.370000000,0.4448923590861733
2025-04-30,1206,1887,Risco >> Multimercado Terceiros,3,24000.0,1000.0,135859200.0,135859200.0,0.0,1206,0,604981417.860000000,0.22456755858812089
2025-04-30,1206,1,Caixa,7,334.28,1.0,334.28,334.28,0.0,1206,0,604981417.860000000,5.525458966697658e-07
2025-04-30,1206,1200,Risco >> Multimercado Terceiros,3,5269580.000969,1.6044821,8454946.79,8454946.786072744,14708.46,1206,0,604981417.860000000,0.013975547903571016
2025-04-30,1206,1214,Caixa,3,1364813.92414,4.3314135,5911573.46,5911573.456007971,63683.94,1206,0,604981417.860000000,0.00977149591952588
2025-04-30,1206,1264,Risco >> Multimercado Terceiros,3,133688409.36023918,1.36349815,182283898.84,182283898.8391288,-54742.73,1206,0,604981417.860000000,0.3013049549255932
2025-04-30,1206,1199,Padrão,3,946170.24343064,109.9212283,104004195.34,104004195.33880596,346570.52,1206,0,604981417.860000000,0.1719130410760381
2025-04-30,1206,1196,Risco >> Multimercado Terceiros,3,33427611.57999,1.2503781,41797153.45,41797153.454925895,60841.59,1206,0,604981417.860000000,0.06908832605598848
2025-04-30,1206,1197,Padrão,3,41988748.91253992,1.2007261,50416986.73,50416986.7256333,120700.86,1206,0,604981417.860000000,0.08333642197470005
2025-04-30,1206,1265,Risco >> Multimercado Terceiros,3,70561501.42664225,1.07440615,75811711.09,75811711.08601822,350074.66,1206,0,604981417.860000000,0.1253124622474966
2025-04-30,1206,1285,Caixa,1,1032.0,16449.98036193,16976379.73,16976379.73351176,-9784.8,1206,0,604981417.860000000,0.028060993664172838
2025-04-30,1206,1846,Padrão,5,-2400.0,5703.996,0.0,-136895904.0,432096.0,1206,0,604981417.860000000,-0.22628117155108946
2025-04-30,1208,1157,Risco >> Multimercado Próprio,3,6894617.19909446,1.35307094,9328906.17,9328906.174518907,4563.4,1208,0,335815797.670000000,0.027779831202837727
2025-04-30,1208,1,Caixa,7,500.01,1.0,500.01,500.01,0.0,1208,0,335815797.670000000,1.4889412691994633e-06
2025-04-30,1208,1214,Caixa,3,1408129.83205,4.3314135,6099192.56,6099192.564294103,2738.25,1208,0,335815797.670000000,0.018162315789228195
2025-04-30,1208,1776,Risco >> Renda Variável Próprio,15,-1575241.551222021,0.03026020119047619,-47667.12688867201,-47667.12626357616,16072.769636070478,1517,1,335815797.670000000,-0.0001419442640706789
2025-04-30,1208,118,Risco >> Renda Variável Próprio,2,5425631.979091568,24.12,130866243.33568862,130866243.33568862,4340505.583273254,1517,1,335815797.670000000,0.38969650696507274
2025-04-30,1208,1215,Padrão,3,346531.71742976934,4.72084253,1635921.6698032606,1635921.6696363972,814.454890416907,1517,1,335815797.670000000,0.004871485144495755
2025-04-30,1208,1288,Padrão,3,14302438.6039218,1.1031927,15778345.86,15778345.860044722,-15964.38,1208,0,335815797.670000000,0.04698512091902779
2025-04-30,1208,1,Caixa,7,0.030000000115375583,1.0,0.030000000115375583,0.030000000115375583,0.0,1607,1,335815797.670000000,8.93346898017467e-11
2025-04-30,1208,1202,Risco >> Renda Variável Próprio,3,114173338.26706384,1.12700563,128673995.02486123,128673995.0228754,1059953.3040764243,1607,1,335815797.670000000,0.3831683795570599
2025-04-30,1208,1247,Risco >> Renda Variável Terceiros,3,6844971.105976601,1.1976974,8198204.101529086,8198204.096703299,51783.58019915203,1607,1,335815797.670000000,0.024412800569791903
2025-04-30,1208,1598,Caixa,16,0.0,16361.73960389,0.0,0.0,995.8300038298156,1607,1,335815797.670000000,0.0
2025-04-30,1208,1589,Caixa,16,582.0000022382862,0.0,0.0,0.0,0.0,1607,1,335815797.670000000,0.0
2025-04-30,1208,1486,Caixa,16,3558.0000136835442,533.43501696,1897961.7972992817,1897961.7976429616,0.0,1607,1,335815797.670000000,0.005651794259864015
2025-04-30,1208,1626,Risco >> Multimercado Terceiros,3,1131352.7124388758,7.4640098,8444427.732476024,8444427.732900351,74198.07028535486,1607,1,335815797.670000000,0.025146010972356143
2025-04-30,1208,1198,Risco >> Renda Variável Terceiros,3,14183485.592922578,1.1704716,16601367.073846413,16601367.075525038,-112110.52043116055,1607,1,335815797.670000000,0.049435932409108686
2025-04-30,1208,1693,Risco >> Ilíquidos,3,5700000.0,0.95408795,5438301.32,5438301.315,2014.22,1208,0,335815797.670000000,0.01619429863851765
2025-04-30,1209,1157,Risco >> Multimercado Próprio,3,6894617.19909446,1.35307094,9328906.17,9328906.174518907,4563.4,1209,0,390974733.370000000,0.02386063696267163
2025-04-30,1209,1,Caixa,7,-41051.75,1.0,-41051.75,-41051.75,0.0,1209,0,390974733.370000000,-0.00010499847303726035
2025-04-30,1209,1694,Risco >> Ilíquidos,3,16175927.2599999,0.99075623,16026400.71,16026400.708871732,-5537.99,1209,0,390974733.370000000,0.04099088596015514
2025-04-30,1209,1214,Caixa,3,544214.71112,4.3314135,2357218.95,2357218.9466437683,1058.28,1209,0,390974733.370000000,0.006029082560721406
2025-04-30,1209,1776,Risco >> Renda Variável Próprio,15,-1575241.551222021,0.03026020119047619,-47667.12688867201,-47667.12626357616,16072.769636070478,1517,1,390974733.370000000,-0.0001219186873093056
2025-04-30,1209,118,Risco >> Renda Variável Próprio,2,5425631.979091568,24.12,130866243.33568862,130866243.33568862,4340505.583273254,1517,1,390974733.370000000,0.33471790416656666
2025-04-30,1209,1215,Padrão,3,346531.71742976934,4.72084253,1635921.6698032606,1635921.6696363972,814.454890416907,1517,1,390974733.370000000,0.004184213275204764
2025-04-30,1209,1224,Risco >> Ilíquidos,3,6.82e-06,890.41563214,0.01,0.0060726346111948,0.01,1209,0,390974733.370000000,1.5532038499909777e-11
2025-04-30,1209,1,Caixa,7,0.02999999990436196,1.0,0.02999999990436196,0.02999999990436196,0.0,1608,1,390974733.370000000,7.67313008842732e-11
2025-04-30,1209,1202,Risco >> Renda Variável Próprio,3,119886096.41954097,1.12700563,135112305.61927083,135112305.62354553,1112988.946451864,1608,1,390974733.370000000,0.34557810030061875
2025-04-30,1209,1247,Risco >> Renda Variável Terceiros,3,9363184.46806409,1.1976974,11214261.694249667,11214261.693120744,70834.35977418469,1608,1,390974733.370000000,0.02868282969709988
2025-04-30,1209,1589,Caixa,16,581.999998144622,0.0,0.0,0.0,0.0,1608,1,390974733.370000000,0.0
2025-04-30,1209,1362,Caixa,16,0.0,4310.07601123,0.0,0.0,637.7299979669585,1608,1,390974733.370000000,0.0
2025-04-30,1209,1436,Caixa,16,1513.9999951734671,802.80147301,1215441.4261252522,1215441.4262623922,0.0,1608,1,390974733.370000000,0.0031087467361021405
2025-04-30,1209,1626,Risco >> Multimercado Terceiros,3,1131352.7044811815,7.4640098,8444427.673079716,8444427.673504043,74198.06976346142,1608,1,390974733.370000000,0.021598397422558344
2025-04-30,1209,1198,Risco >> Renda Variável Terceiros,3,16497431.738288216,1.1704716,19309775.318441696,19309775.322604988,-130400.65958429124,1608,1,390974733.370000000,0.04938880616699885
2025-04-30,1209,1288,Risco >> Renda Variável Terceiros,3,14302438.6039218,1.1031927,15778345.86,15778345.860044722,-15964.38,1209,0,390974733.370000000,0.0403564335834276
2025-04-30,1209,1219,Risco >> Crédito,3,34800.0,1059.24972056,36861890.28,36861890.275488,0.0,1209,0,390974733.370000000,0.09428202676361606
2025-04-30,1210,350,Padrão,2,134900.0,14.57,1965493.0,1965493.0,8094.0,1210,0,151241482.560000000,0.012995726878174818
2025-04-30,1210,1261,Padrão,3,1958655.140373,1.2218395,2393162.22,2393162.2173857763,-7628.96,1210,0,151241482.560000000,0.01582345119128523
2025-04-30,1210,1,Caixa,7,373727.03,1.0,373727.03,373727.03,0.0,1210,0,151241482.560000000,0.0024710616669056805
2025-04-30,1210,1310,Padrão,2,17680.0,65.81,6590181.81,6590181.8112,121066.42,1210,0,151241482.560000000,0.043573903797098565
2025-04-30,1210,1256,Padrão,1,61733.0,31.646508,1953633.88,1953633.878364,-630.42,1210,0,151241482.560000000,0.012917315046742954
2025-04-30,1210,392,Padrão,2,39000.0,8.04,313560.0,313560.0,6240.0,1210,0,151241482.560000000,0.0020732407187003445
2025-04-30,1210,1657,Padrão,5,270.0,62942.23,0.0,16994402.1,72746.1,1210,0,151241482.560000000,0.11236601104632812
2025-04-30,1210,1816,Padrão,5,-10.0,5703.996,0.0,-2851998.0,-15802.5,1210,0,151241482.560000000,-0.01885724704443151
2025-04-30,1210,935,Padrão,2,341500.0,13.51,4613665.0,4613665.0,44395.0,1210,0,151241482.560000000,0.030505288112140018
2025-04-30,1210,1252,Padrão,1,3910.0,16464.815626,64377429.1,64377429.09766,32963.86,1210,0,151241482.560000000,0.425659865322468
2025-04-30,1210,1254,Padrão,1,278.0,16383.327993,4554565.18,4554565.182054,2313.53,1210,0,151241482.560000000,0.0301145235087677
2025-04-30,1210,338,Padrão,2,120560.0,14.61,1761381.6,1761381.6,8439.2,1210,0,151241482.560000000,0.011646154019293158
2025-04-30,1210,333,Padrão,2,237400.0,9.51,2257674.0,2257674.0,-9496.0,1210,0,151241482.560000000,0.014927610876231283
2025-04-30,1210,1253,Padrão,1,6000.0,4356.298797,26137792.78,26137792.782,36081.29,1210,0,151241482.560000000,0.17282158531890024
2025-04-30,1210,1255,Padrão,1,1000.0,4019.756968,4019756.97,4019756.968,17636.05,1210,0,151241482.560000000,0.026578402300475305
2025-04-30,1210,1309,Padrão,2,18800.0,24.41,2599254.91,2599254.912,80018.57,1210,0,151241482.560000000,0.01718612425641115
2025-04-30,1210,1807,Padrão,5,20.0,112.2187,0.0,12704952.3392,7076.0,1210,0,151241482.560000000,0.08400441548276766
2025-04-30,1210,1215,Caixa,3,1664142.11275315,4.72084253,7856152.86,7856152.8618491255,3251.24,1210,0,151241482.560000000,0.05194443170531907
2025-04-30,1210,1298,Padrão,1,2130000.0,1.022510653,12335895.72,12335895.72120096,95015.44,1210,0,151241482.560000000,0.08156423431188665
2025-04-30,1210,298,Padrão,2,83800.0,17.83,1494154.0,1494154.0,0.0,1210,0,151241482.560000000,0.009879260469476318
2025-04-30,1210,2,Caixa,7,0.01,1.0,0.06,0.05664,0.00033341,1210,0,151241482.560000000,3.745004283301043e-10
2025-04-30,1210,300,Padrão,2,54200.0,52.86,2865012.0,2865012.0,-53116.0,1210,0,151241482.560000000,0.01894329486530524
2025-04-30,1210,83,Padrão,2,118800.0,18.8,2233440.0,2233440.0,7128.0,1210,0,151241482.560000000,0.014767377059491316
2025-04-30,1210,1262,Padrão,2,27770.0,2.72,427826.84,427826.8416,-764.18,1210,0,151241482.560000000,0.002828766515365743
2025-04-30,1211,1365,Padrão,1,39000.0,4406.720046,171862081.79,171862081.794,326126.5,1211,0,1819886391.620000000,0.0944356101487271
2025-04-30,1211,1280,Padrão,1,87377.0,4390.191733,383601783.05,383601783.054341,176128.09,1211,0,1819886391.620000000,0.21078336802819433
2025-04-30,1211,1253,Padrão,1,146745.0,4356.298797,639265066.97,639265066.965765,882458.26,1211,0,1819886391.620000000,0.3512664691100379
2025-04-30,1211,1279,Padrão,1,200.0,8237.050345,1647410.07,1647410.069,2606.37,1211,0,1819886391.620000000,0.0009052268738234437
2025-04-30,1211,1450,Padrão,1,521400.0,887.7941,462895843.74,462895843.74,2764054.54,1211,0,1819886391.620000000,0.2543542530300181
2025-04-30,1211,1381,Padrão,1,120800.0,858.818415,103745264.53,103745264.532,794371.25,1211,0,1819886391.620000000,0.057006451067338086
2025-04-30,1211,1434,Padrão,1,63100.0,831.058061,52439763.65,52439763.6491,414237.3,1211,0,1819886391.620000000,0.028814855636356475
2025-04-30,1211,1362,Caixa,16,1093.0,4311.56982626,4712545.82,4712545.82010218,2472.9,1211,0,1819886391.620000000,0.0025894725307040924
2025-04-30,1232,1,Caixa,7,8366.37,1.0,8366.37,8366.37,0.0,1232,0,5202359.550000000,0.0016081875771158495
2025-04-30,1232,1218,FIP Sanchez,3,154929708.71000087,0.03184989,4934494.18,4934494.18014557,-622.82,1232,0,5202359.550000000,0.9485107925970957
2025-04-30,1232,1276,Caixa,1,13.0,16417.971351,213433.63,213433.627563,109.92,1232,0,5202359.550000000,0.04102631229381291
2025-04-30,1232,1235,Caixa,3,32027.56070153,1.62463533,52033.11,52033.10664942522,24.61,1232,0,5202359.550000000,0.01000182823761676
2025-04-30,1233,1,Caixa,7,15053.03,1.0,15053.03,15053.03,0.0,1233,0,92351440.030000000,0.00016299724178756803
2025-04-30,1233,1276,Caixa,1,13.0,16417.971351,213433.63,213433.627563,109.92,1233,0,92351440.030000000,0.0023111023227538946
2025-04-30,1233,1235,Caixa,3,18938085.27293392,1.62463533,30767482.42,30767482.41696114,14549.74,1233,0,92351440.030000000,0.33315649877215175
2025-04-30,1233,1217,FIP Sanchez,3,125653140.70488265,0.48838245,61366788.71,61366788.70764531,0.0,1233,0,92351440.030000000,0.6644919525641457
2025-04-30,1234,1235,Caixa,3,33743.13195811,1.62463533,54820.28,54820.284323997585,25.93,1234,0,12127514.100000000,0.004520323280761849
2025-04-30,1234,1216,FIP Sanchez,3,657356820.8351206,0.02522034,16578762.52,16578762.522780824,203.8,1234,0,12127514.100000000,1.367037167392848
2025-04-30,1247,1278,Risco >> Renda Variável Terceiros,3,17170328.99470001,3.21598235,55219474.99,55219474.99064848,279438.18,1247,0,205351532.710000000,0.2689021808696705
2025-04-30,1247,1629,Risco >> Renda Variável Terceiros,3,6248892.50097093,1.80482287,11278144.1,11278144.097923832,40545.75,1247,0,205351532.710000000,0.054921158605867174
2025-04-30,1247,1,Caixa,7,499.94,1.0,499.94,499.94,0.0,1247,0,205351532.710000000,2.43455694438873e-06
2025-04-30,1247,1153,Risco >> Renda Variável Terceiros,3,19280803.3301,1.1172513,21541502.59,21541502.585598554,218181.57,1247,0,205351532.710000000,0.10490061749877334
2025-04-30,1247,1171,Risco >> Renda Variável Terceiros,3,14135146.41152791,4.7543873,67203960.58,67203960.58260886,505250.91,1247,0,205351532.710000000,0.3272630094147636
2025-04-30,1247,1214,Caixa,3,295987.22451,4.3314135,1282043.06,1282043.060070145,575.58,1247,0,205351532.710000000,0.00624316284934022
2025-04-30,1247,1277,Caixa,3,975028.93065679,4.1816412,4077221.15,4077221.1476263762,1815.78,1247,0,205351532.710000000,0.019854836697928518
2025-04-30,1247,1195,Risco >> Renda Variável Terceiros,3,9619718.47234763,1.01879492,9800520.31,9800520.311457926,76571.81,1247,0,205351532.710000000,0.04772557663496159
2025-04-30,1247,1191,Padrão,3,0.0,99.9016369,0.0,0.0,33561.11,1247,0,205351532.710000000,0.0
2025-04-30,1247,1193,Risco >> Renda Variável Terceiros,3,21815.78576271,1122.83739982,24495580.16,24495580.160831474,142206.92,1247,0,205351532.710000000,0.11928608390483472
2025-04-30,1270,1705,Risco >> Renda Variável Próprio,2,29404.0,184.42,30714091.69,30714091.691519998,-322172.94999999995,1270,0,1046430916.580000000,0.029351284642756343
2025-04-30,1270,1402,Padrão,3,3874375.0,131.63,509983981.25,509983981.25,-891106.25,1270,0,1046430916.580000000,0.48735561341856776
2025-04-30,1270,1,Caixa,7,424321.56,1.0,424321.56,424321.56,0.0,1270,0,1046430916.580000000,0.00040549409739038466
2025-04-30,1270,392,Risco >> Renda Variável Próprio,2,3570500.0,8.04,28706820.0,28706820.0,571280.0,1270,0,1046430916.580000000,0.027433077086274477
2025-04-30,1270,1673,Padrão,5,0.0,5830.1,0.0,0.0,0.0,1270,0,1046430916.580000000,0.0
2025-04-30,1270,1816,Padrão,5,-325.0,5703.996,0.0,-92689935.0,-513581.25,1270,0,1046430916.580000000,-0.08857721377626539
2025-04-30,1270,1704,Risco >> Renda Variável Próprio,2,35514.0,158.8,31942825.799999997,31942825.8048,-95533.8,1270,0,1046430916.580000000,0.030525498911287145
2025-04-30,1270,1809,Padrão,5,-780.0,137146.0,0.0,-106973880.0,198900.0,1270,0,1046430916.580000000,-0.10222736953301953
2025-04-30,1270,1405,Caixa,1,1620.0,16442.406115,26636697.91,26636697.9063,13798.56,1270,0,1046430916.580000000,0.025454807846613938
2025-04-30,1270,1706,Risco >> Renda Variável Próprio,2,10046.0,549.0,31238398.659999996,31238398.656000003,-135200.96,1270,0,1046430916.580000000,0.029852327718006423
2025-04-30,1270,1707,Risco >> Renda Variável Próprio,2,13888.0,395.26,31091796.66,31091796.66432,267254.17,1270,0,1046430916.580000000,0.02971223056552632
2025-04-30,1270,1213,Caixa,3,162654358.6474932,1.10725649,180100094.24,180100094.2392245,100094.24,1270,0,1046430916.580000000,0.1721089193616689
2025-04-30,1270,1708,Risco >> Renda Variável Próprio,2,57436.0,108.92,35433582.54,35433582.535679996,163458.61000000002,1270,0,1046430916.580000000,0.03386136817467691
2025-04-30,1270,1710,Caixa,16,0.0,16395.43567924,0.0,0.0,10142.3,1270,0,1046430916.580000000,0.0
2025-04-30,1270,1436,Caixa,16,24093.0,803.15913221,19350512.97,19350512.97233553,0.0,1270,0,1046430916.580000000,0.018491916347022585
2025-04-30,1270,228,Risco >> Renda Variável Próprio,2,4694551.0,10.33,48494711.83,48494711.83,-1267528.77,1270,0,1046430916.580000000,0.04634296546636154
2025-04-30,1270,1845,Padrão,3,20000.0,554.54,62818291.2,62818291.2,371925.92,1270,0,1046430916.580000000,0.060030996986696464
