overview_date,portfolio_id,book_name,instrument_name,asset_value,dtd_ativo_pct,dtd_ativo_fin,exposure_value,asset_value_ontem,exposure_value_ontem
1/31/2025,1295,Risco >> Crédito,OUTROS,209315462.4,0.000124961,26153.00207,209315462.4,209289309.4,209289309.4
2/3/2025,1295,Risco >> Crédito,OUTROS,209388952.5,0.000351097,73490.10278,209388952.5,209315462.4,209315462.4
2/4/2025,1295,Risco >> Crédito,OUTROS,209335872.1,-0.000253502,-53080.43952,209335872.1,209388952.5,209388952.5
2/5/2025,1295,Risco >> Crédito,OUTROS,209324594.5,-0.0000539,-11277.53214,209324594.5,209335872.1,209335872.1
2/6/2025,1295,Risco >> Crédito,OUTROS,209388243.9,0.00030407,63649.36033,209388243.9,209324594.5,209324594.5
2/7/2025,1295,Risco >> Crédito,OUTROS,209415234.7,0.000128903,26990.80119,209415234.7,209388243.9,209388243.9
2/10/2025,1295,Risco >> Crédito,OUTROS,209539117.1,0.000591563,123882.3974,209539117.1,209415234.7,209415234.7
2/11/2025,1295,Risco >> Crédito,OUTROS,209732083.4,0.000920908,192966.318,209732083.4,209539117.1,209539117.1
2/12/2025,1295,Risco >> Crédito,OUTROS,209636973.9,-0.000453481,-95109.53024,209636973.9,209732083.4,209732083.4
2/13/2025,1295,Risco >> Crédito,OUTROS,209703819,0.000318861,66845.11102,209703819,209636973.9,209636973.9
2/14/2025,1295,Risco >> Crédito,OUTROS,209829809.6,0.000600803,125990.621,209829809.6,209703819,209703819
2/17/2025,1295,Risco >> Crédito,OUTROS,209979645.1,0.000714081,149835.4943,209979645.1,209829809.6,209829809.6
2/18/2025,1295,Risco >> Crédito,OUTROS,210192654.8,0.00101443,213009.7547,210192654.8,209979645.1,209979645.1
2/19/2025,1295,Risco >> Crédito,OUTROS,210517758.7,0.001546695,325103.8727,210517758.7,210192654.8,210192654.8
2/20/2025,1295,Risco >> Crédito,OUTROS,211267655.2,0.003562153,749896.4482,211267655.2,210517758.7,210517758.7
2/21/2025,1295,Risco >> Crédito,OUTROS,212022936.4,0.003574997,755281.228,212022936.4,211267655.2,211267655.2
2/24/2025,1295,Risco >> Crédito,OUTROS,212695289,0.003171131,672352.5527,212695289,212022936.4,212022936.4
