portfolio_id,portfolio_origem,overview_date,instrument_id,dtd_ativo_fin,dtd_ativo_pct,dtd_carteira_pct,mtd_ativo_fin,mtd_ativo_pct,mtd_carteira_pct
1157,1157,2025-05-30,1,0.0,,,0.0,,
1157,1157,2025-06-02,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-03,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-04,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-05,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-06,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-09,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-10,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-11,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-12,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-13,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-16,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-17,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-18,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-20,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-24,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-25,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-06-26,1,0.0,0.0,0.0,0.0,0.0,0.0
1157,1157,2025-05-30,1238,-5395.53,,-7.121139450330401e-05,-5395.53,,
1157,1157,2025-06-02,1238,15953.86,0.0011437495911652482,0.00021260558580412278,15953.86,0.0011437495911652482,0.00021260558580412278
1157,1157,2025-06-03,1238,5692.26,0.0004076181031768491,7.585132971689345e-05,21646.120000000003,0.0015518339072997948,0.00028846222939065146
1157,1157,2025-06-04,1238,-1444.53,-0.00010339946946612299,-1.925238891155288e-05,20201.59,0.00144827397904883,0.0002692120199202393
1157,1157,2025-06-05,1238,-23362.39,-0.0016724530015198539,-0.00031117638988425414,-3160.7999999999993,-0.0002266011929247916,-4.212170193355533e-05
1157,1157,2025-06-06,1238,10970.4,0.0007866581764023978,0.00014617743242014756,7809.6,0.0005598787257230615,0.00010407290667561815
1157,1157,2025-06-09,1238,19057.4,0.0013654812481570986,0.00025378080877532113,26867.0,0.001926124478078454,0.0003580371316909743
1157,1157,2025-06-10,1238,12375.46,0.0008855046077131065,0.00016464856336997945,39242.46,0.002813334677709257,0.0005229559615475412
1157,1157,2025-06-11,1238,-2809.94,-0.0002008825078988822,-3.73619218844547e-05,36432.52,0.0026118870201393093,0.0004855099177829327
1157,1157,2025-06-12,1238,5323.02,0.00038061896479853034,7.076195589607712e-05,41755.54,0.002993500118710091,0.0005564459661967374
1157,1157,2025-06-13,1238,470087.26,0.03360048437572378,0.006246654872002659,511842.8,0.03669456753668867,0.0068209598387865035
1157,1157,2025-06-16,1238,-6226.82,-0.0004306065823032267,-8.223645531720635e-05,505615.98,0.03624816003221893,0.006737979499621134
1157,1157,2025-06-17,1238,10098.2,0.0006986270075081447,0.00013338457193092562,515714.18,0.03697211098336836,0.006872550927887848
1157,1157,2025-06-18,1238,-14177.39,-0.0009801541549869165,-0.0001871237692344589,501536.79,0.035955718460412144,0.006683619076528771
1157,1157,2025-06-20,1238,7418.44,0.0005133771938103916,9.809589138111981e-05,508955.23,0.036487554499908786,0.006782479276001046
1157,1157,2025-06-23,1238,14826.17,0.0010254867630210814,0.00019600530385328275,523781.39999999997,0.037550458767342906,0.006980056950499976
1157,1157,2025-06-24,1238,0.0,0.0,0.0,523781.39999999997,0.037550458767342906,0.006980056950499976
1157,1157,2025-06-25,1238,0.0,0.0,0.0,523781.39999999997,0.037550458767342906,0.006980056950499976
1157,1157,2025-06-26,1238,0.0,0.0,0.0,523781.39999999997,0.037550458767342906,0.006980056950499976
1157,1157,2025-05-30,1239,27202.6,,0.00035902591221169703,27202.6,,
