date,portfolio_id,profitability_in_day,profitability_in_month,profitability_in_year
2025-02-12,1206,-0.0021654543,-0.0008986274,0.0037752048
2025-02-12,1157,-0.0006001989,0.0016340946,0.007545238
2025-02-12,1273,-0.0016570013,-0.002522019,0.012296803
2025-02-12,1517,0.0098594294,0.0564105123,0.0694957782
2025-02-12,1210,-0.0019108408,0.0035576551,0.0270513172
2025-02-12,1295,-0.000290809,0.0051101958,0.0207374113
2025-02-12,1205,-0.0011653596,0.0012047397,0.0096407813
2025-02-12,1208,0.0003075211,0.0134576981,0.0092165057
2025-02-12,1232,-0.0004718792,-0.0042184769,-0.9944554688
2025-02-12,1204,-0.0011741273,0.0011805007,0.0094987429
2025-02-12,1297,-8.57589e-05,0.0050975126,-0.000826489
2025-02-12,1608,-0.0032841159,-0.0081513303,-0.023719097
2025-02-12,1875,,,
2025-02-13,1672,0.0005398828,-0.0011834904,0.0178705527
2025-02-13,1209,0.0033532862,0.0140175364,0.0100583235
2025-02-13,1607,0.0066359972,-0.002928921,-0.0286372423
2025-02-13,1208,0.0032411715,0.0167424883,0.0124875495
2025-02-13,1206,-0.000339663,-0.0012379852,0.0034342594
2025-02-13,1273,-0.0012547902,-0.0037736446,0.0110265828
2025-02-13,1297,0.0017412886,0.0068476775,0.0009133604
2025-02-13,1875,,,
2025-02-13,1232,-0.0005088077,-0.0047251382,-0.9944582899
2025-02-13,1270,0.0021126897,0.0036179258,0.0151686877
2025-02-13,1517,-0.0015638752,0.054758418,0.0678232202
2025-02-13,1203,0.0011708591,0.0005113008,0.0198498587
2025-02-13,1694,-0.0006083678,-0.0066611727,
2025-02-13,1247,0.0041718766,0.0057270249,0.0609560479
2025-02-13,1296,0.0017588527,-0.0972703293,-0.1401162043
2025-02-13,1205,0.0009746845,0.0021805985,0.0106248626
2025-02-13,1157,0.0006426555,0.0022778003,0.0081927426
2025-02-13,1676,-3.8705e-05,-0.0005296052,
2025-02-13,1693,-0.0002417598,-0.0020742959,
2025-02-13,1233,0.000190126,0.0020331926,-0.3443234013
2025-02-13,1295,0.0010741987,0.006189884,0.0218338862
2025-02-13,1175,0.0014924233,0.0151793047,0.0333980466
2025-02-13,1211,0.0019104974,0.000173986,0.0294451766
2025-02-13,1695,0.0030930287,0.0060487375,-0.021123618
2025-02-13,1608,0.0064852508,-0.0017189428,-0.0173876704
2025-02-13,1234,-0.003409053,58.4791453223,-0.9997772227
2025-02-13,1210,0.003337405,0.0069069336,0.0304790035
2025-02-13,1204,0.000934334,0.0021159378,0.010441952
2025-02-14,1297,0.001537458,0.0083956635,0.0024522228
2025-02-14,1270,-9.11783e-05,0.0035264175,0.0150761263
2025-02-14,1203,0.0034426584,0.0039557195,0.0233608535
2025-02-14,1204,0.0004179791,0.0025348013,0.0108642956
2025-02-14,1210,0.0065647301,0.0135170059,0.0372438202
2025-02-14,1211,0.0061614183,0.0063364764,0.035788019
2025-02-14,1295,0.0038401733,0.0100538275,0.0257579055
2025-02-14,1157,0.0004922255,0.002771147,0.0086890008
2025-02-14,1296,0.0025904274,-0.0949318736,-0.1378887378
2025-02-14,1672,0.0070650932,0.0058732414,0.0250619031
2025-02-14,1875,,,
2025-02-14,1693,-0.0004878858,-0.0025611697,
2025-02-14,1205,0.0003983409,0.0025798081,0.0110274358
2025-02-14,1209,0.0030944909,0.0171554045,0.0131839399
2025-02-14,1234,-0.0044423839,58.2149161245,-0.9997782124
2025-02-14,1517,0.0176272629,0.073350922,0.0866460209
2025-02-14,1273,0.002032741,-0.0017485744,0.0130817381
2025-02-14,1247,0.021879566,0.0277318958,0.0841693059
2025-02-14,1695,0.0112921184,0.0174091591,-0.0100700299
2025-02-14,1233,0.0001819754,0.002215538,-0.3442040843
2025-02-14,1206,0.0011450497,-9.4353e-05,0.0045832416
2025-02-14,1607,-0.0033498607,-0.0062689703,-0.0318911723
2025-02-14,1175,0.0079385241,0.0232383302,0.041601702
2025-02-14,1208,0.0060037396,0.0228467455,0.0185662611
2025-02-14,1694,-0.0010017591,-0.007656259,
2025-02-14,1608,-0.0039592845,-0.0056714216,-0.0212781122
2025-02-14,1676,6.241e-05,-0.0004672283,
2025-02-14,1232,-0.0005988797,-0.0053211881,-0.9944616087
2025-02-17,1247,0.0050707338,0.0329432506,0.0896668399
2025-02-17,1295,0.003331379,0.0134186997,0.0291750939
2025-02-17,1208,0.0071972882,0.0302084683,0.0258971761
2025-02-17,1676,-3.6376e-05,-0.0005035873,
2025-02-17,1608,0.0003832923,-0.0052903031,-0.0209029756
2025-02-17,1206,-8.84884e-05,-0.0001828332,0.0044943475
2025-02-17,1203,0.0032390154,0.0072075476,0.0266755352
2025-02-17,1273,0.0005677377,-0.0011818294,0.0136569029
2025-02-17,1296,0.0030570716,-0.0921650155,-0.1352532019
2025-02-17,1607,0.0005338367,-0.0057384802,-0.0313743603
2025-02-17,1175,0.0065663194,0.0299572399,0.0484411915
2025-02-17,1517,0.0191478907,0.0939033283,0.1074530002
2025-02-17,1297,0.0024814436,0.0108979406,0.0049397515
2025-02-17,1270,0.0010307214,0.0045607737,0.016122387
2025-02-17,1234,-0.0041978846,57.9663387357,-0.9997791434
2025-02-17,1233,0.0001803372,0.0023962747,-0.3440858199
2025-02-17,1875,,,
2025-02-17,1693,-0.0002460644,-0.002806604,
2025-02-17,1672,0.0026127309,0.0085013175,0.027740114
2025-02-17,1157,0.0005075597,0.0032801134,0.0092009708
2025-02-17,1232,-0.0005560661,-0.0058742954,-0.9944646884
2025-02-17,1211,0.0059412139,0.0123153367,0.0419418572
2025-02-17,1695,0.002729811,0.0201864938,-0.0073677081
2025-02-17,1694,-0.0006106505,-0.0082622342,
2025-02-17,1205,0.0003617722,0.0029425136,0.0113931975
2025-02-17,1204,0.000350481,0.0028861708,0.0112185844
2025-02-17,1209,0.0059459667,0.0232033767,0.0192082978
2025-02-17,1210,0.0037225913,0.0172899156,0.041105055
2025-02-18,1295,0.0015473392,0.0149868023,0.0307675769
2025-02-18,1608,-0.0030341505,-0.008308402,-0.0238737034
2025-02-18,1296,0.0015922325,-0.0907195311,-0.1338763239
2025-02-18,1208,0.0038869533,0.0342128405,0.0298847905
2025-02-18,1693,-0.0002467918,-0.0030527033,
2025-02-18,1209,0.0037026997,0.0269919916,0.0229821201
2025-02-18,1247,-0.006073105,0.0266700777,0.0830491786
2025-02-18,1273,-0.0001881698,-0.0013697769,0.0134661632
2025-02-18,1205,-1.06332e-05,0.0029318491,0.0113824431
2025-02-18,1233,0.000179681,0.0025763864,-0.3439679645
2025-02-18,1694,-0.0006110549,-0.0088682405,
2025-02-18,1206,-8.72546e-05,-0.0002700719,0.0044067007
2025-02-18,1695,-0.0019721207,0.0181745629,-0.0093252988
2025-02-18,1875,,,
2025-02-18,1204,-9.2306e-06,0.0028769135,0.0112092503
2025-02-18,1210,-0.0012635322,0.016004537,0.0397895852
2025-02-18,1211,0.0003574729,0.012677212,0.0423143232
2025-02-18,1232,-0.000626877,-0.00649749,-0.9944681584
2025-02-18,1607,-0.0033116485,-0.0090311249,-0.034582108
2025-02-18,1297,0.0015605623,0.0124755098,0.0065080226
2025-02-18,1175,0.0041856424,0.0342682727,0.0528295915
2025-02-18,1676,-3.64095e-05,-0.0005399785,
2025-02-18,1157,-8.95192e-05,0.0031903005,0.0091106279
2025-02-18,1203,0.0004784417,0.0076894378,0.0271667396
2025-02-18,1672,-0.0014012647,0.0070881402,0.0262999781
2025-02-18,1270,0.0003002173,0.0048623603,0.0164274446
2025-02-18,1234,-0.005198198,57.6598200288,-0.9997802914
2025-02-18,1517,0.0177026692,0.1132683371,0.1270578744
2025-02-19,1247,-0.0091625711,0.01726314,0.0731256634
2025-02-19,1694,-0.0006115641,-0.0094743811,
2025-02-19,1232,-0.0005915911,-0.0070852372,-0.994471431
2025-02-19,1204,0.0003511297,0.0032290535,0.011564316
2025-02-19,1672,-0.0014712811,0.0056064303,0.0247900022
2025-02-19,1297,-0.002406166,0.0100393256,0.0040861971
2025-02-19,1517,-0.0238472615,0.0867199359,0.1001806305
2025-02-19,1233,0.0001848121,0.0027616747,-0.3438467218
2025-02-19,1270,-0.002719235,0.0021299033,0.0136635394
2025-02-19,1209,-0.0066145828,0.020198868,0.0162155202
2025-02-19,1205,0.0003933426,0.003326345,0.011780263
2025-02-19,1875,,,
2025-02-19,1695,-0.0043814925,0.0137134386,-0.0136659327
2025-02-19,1273,-0.0011775185,-0.0025456825,0.0122727879
2025-02-19,1203,-0.0012125381,0.0064675759,0.0259212607
2025-02-19,1296,-0.0031160393,-0.0935528848,-0.1365751994
2025-02-19,1208,-0.0085950794,0.025323699,0.0210328489
2025-02-19,1157,0.0005436722,0.0037357072,0.0096592533
2025-02-19,1175,-0.0087714933,0.0251961954,0.0435947037
2025-02-19,1693,-0.000246977,-0.0032989263,
2025-02-19,1210,-0.0020502252,0.0139214989,0.0376577824
2025-02-19,1608,0.0010678292,-0.0072494447,-0.0228313671
2025-02-19,1295,-0.0029133364,0.0120298043,0.0277646042
2025-02-19,1211,-0.0025665783,0.0100780967,0.0396391419
2025-02-19,1676,-3.64047e-05,-0.0005763636,
2025-02-19,1607,0.0008332593,-0.0082053908,-0.0337776645
2025-02-19,1234,-0.0042428698,57.4109340476,-0.9997812236
2025-02-19,1206,-0.0011743673,-0.001444122,0.0032271583
2025-02-20,1517,0.0014111128,0.0882534203,0.1017331095
2025-02-20,1209,-0.0008641249,0.0193172887,0.015337383
2025-02-20,1608,-0.0025215381,-0.0097527031,-0.0252953351
2025-02-20,1203,0.0004485237,0.0069190006,0.0263814108
2025-02-20,1295,0.0006407972,0.0126783102,0.0284231929
2025-02-20,1273,-0.0001893152,-0.0027345158,0.0120811493
2025-02-20,1270,0.0010675871,0.0031997644,0.0147457137
2025-02-20,1211,0.0002299547,0.010310369,0.0398782119
2025-02-20,1247,-0.0013951386,0.015843917,0.0716285044
2025-02-20,1875,,,
2025-02-20,1693,-0.0001789991,-0.003477335,
2025-02-20,1676,-3.64321e-05,-0.0006127748,
2025-02-20,1296,-0.0001943838,-0.0937290835,-0.1367430352
2025-02-20,1157,0.0002303582,0.003966926,0.0098918366
2025-02-20,1672,0.0006126682,0.0062225335,0.0254178585
2025-02-20,1694,-0.000541661,-0.0100109102,
2025-02-20,1232,3.4504098576,3.4188776477,-0.9753956021
2025-02-20,1208,-0.0009570357,0.0243424276,0.020055684
2025-02-20,1607,-0.0026457572,-0.0108294387,-0.0363340543
2025-02-20,1206,-0.0002965605,-0.0017402543,0.0029296407
2025-02-20,1210,0.0032059569,0.0171720875,0.0409844686
2025-02-20,1205,0.0002766167,0.0036038819,0.0120601384
2025-02-20,1695,-0.000428121,0.0132794465,-0.0140882031
2025-02-20,1204,0.0002627578,0.0034926598,0.0118301124
2025-02-20,1234,-111.1074930606,-6432.4815153123,-1.024088911
2025-02-20,1233,0.0007998568,0.0035637405,-0.3433218931
2025-02-20,1297,-0.0002019855,0.0098353123,0.0038833863
2025-02-20,1175,0.0009593011,0.0261796673,0.0445958253
2025-02-21,1273,-0.0003836984,-0.003117165,0.0116928153
2025-02-21,1208,-0.0086017665,0.0155312732,0.0112814031
2025-02-21,1694,-0.0262309976,-0.0359793117,
2025-02-21,1676,-3.64134e-05,-0.000649166,
2025-02-21,1517,-0.0226316924,0.0636244036,0.0767990246
2025-02-21,1296,-0.0034192016,-0.0968278065,-0.1396946848
2025-02-21,1203,0.0019311892,0.0088635517,0.0283635476
2025-02-21,1875,,,
2025-02-21,1234,-1.0090046206,56.9130509918,-0.9997830884
2025-02-21,1693,-0.0252452586,-0.0286348075,
2025-02-21,1157,0.0004845165,0.0044533647,0.010381146
2025-02-21,1672,-0.004961801,0.0012298574,0.0203299391
2025-02-21,1175,-0.0072395733,0.0187505643,0.0370333972
2025-02-21,1206,0.0008182919,-0.0009233864,0.0037503299
2025-02-21,1211,0.0030351618,0.0133768245,0.0430344106
2025-02-21,1205,-1.29308e-05,0.0035909045,0.0120470516
2025-02-21,1210,0.0005217604,0.0177028076,0.0415276131
2025-02-21,1695,-0.0018414568,0.0114135361,-0.0159037171
2025-02-21,1608,-0.0004415038,-0.0101899011,-0.025725671
2025-02-21,1233,0.0002267369,0.0037912854,-0.3431729999
2025-02-21,1607,-0.0006856121,-0.011507626,-0.0369947554
2025-02-21,1247,-0.0037835687,0.0120004016,0.0675739242
2025-02-21,1209,-0.0067402042,0.012446882,0.0084938017
2025-02-21,1204,1.41873e-05,0.0035068967,0.0118444676
2025-02-21,1297,-0.0026268939,0.007182582,0.001246291
2025-02-21,1232,-0.0007330975,3.4156381792,-0.9754136396
2025-02-21,1270,-0.0023253791,0.0008669445,0.0123860451
2025-02-21,1295,-0.0012924755,0.0113694482,0.0270939811
2025-02-24,1209,-0.0069771833,0.0053828545,0.0014573555
2025-02-24,1205,-0.0003971192,0.0031923592,0.0116451482
2025-02-24,1296,-0.003653637,-0.1001276699,-0.1428379282
2025-02-24,1233,0.000179242,0.003971207,-0.3430552689
2025-02-24,1517,-0.0152982481,0.0473528136,0.060325886
2025-02-24,1672,-0.0042956147,-0.0030710402,0.0159469947
2025-02-24,1211,-0.0016299664,0.0117250543,0.0413342995
2025-02-24,1676,-3.63806e-05,-0.0006855231,
2025-02-24,1607,-0.0055113501,-0.0169555536,-0.0423022145
2025-02-24,1210,-0.0027230977,0.0149315034,0.0386914315
2025-02-24,1297,-0.0029854025,0.0041757365,-0.0017428321
2025-02-24,1693,0.0259781338,-0.0034005525,
2025-02-24,1608,-0.0048682768,-0.0150085708,-0.0304687082
2025-02-24,1234,-0.0042948093,56.6643254786,-0.99978402
2025-02-24,1875,,,
2025-02-24,1295,-0.0020755227,0.0092703279,0.0249622242
2025-02-24,1204,-0.0004311442,0.0030742405,0.0114082167
2025-02-24,1694,0.0262814421,-0.0106434577,
2025-02-24,1270,-0.0009405728,-7.44436e-05,0.0114338223
2025-02-24,1206,-0.0019666394,-0.0028882099,0.001776315
2025-02-24,1273,-0.0006428316,-0.0037579929,0.0110424671
2025-02-24,1208,-0.009130118,0.0062593527,0.0020482845
2025-02-24,1203,-0.000878868,0.0079768937,0.0274597517
2025-02-24,1232,-0.0007317785,3.4124069098,-0.9754316313
2025-02-24,1695,-0.0096401919,0.0016633155,-0.0253905942
2025-02-24,1157,0.0003744033,0.0048294353,0.010759436
2025-02-24,1175,-0.0063547181,0.0122766917,0.0304433423
2025-02-24,1247,-0.0167680438,-0.0049688654,0.0496727979
2025-02-25,1233,0.0001653293,0.0041371929,-0.3429466567
2025-02-25,1695,0.001058114,0.0027231895,-0.0243593463
2025-02-25,1157,1.97592e-05,0.00484929,0.0107794079
2025-02-25,1206,0.0016563269,-0.0012366668,0.003435584
2025-02-25,1210,0.0024348045,0.0174026632,0.0412204422
2025-02-25,1875,,,
2025-02-25,1204,0.0009035493,0.0039805675,0.0123220739
2025-02-25,1211,-0.0004590588,0.0112606129,0.0408562658
2025-02-25,1247,0.0049281247,-6.52278e-05,0.0548457163
2025-02-25,1672,0.0012133984,-0.0018613682,0.0171797433
2025-02-25,1297,9.09926e-05,0.0042671092,-0.001651998
2025-02-25,1175,-0.001005547,0.0112587998,0.029407183
2025-02-25,1234,-0.1516572622,47.9191117474,-0.999816775
2025-02-25,1205,0.0008872771,0.0040824688,0.0125427578
2025-02-25,1693,-0.0001489835,-0.0035490295,
2025-02-25,1296,0.0002887804,-0.0998678044,-0.1425903966
2025-02-25,1676,-3.64291e-05,-0.0007219272,
2025-02-25,1203,0.0002341721,0.0082129338,0.0277003541
2025-02-25,1270,-0.0031316971,-0.0032059076,0.0082663179
2025-02-25,1273,-0.0003858312,-0.0041423741,0.0106523754
2025-02-25,1694,-0.0005078888,-0.0111459409,
2025-02-25,1209,-0.0009138356,0.0044640998,0.0005421881
2025-02-25,1607,-0.0017584084,-0.0186841472,-0.0439862383
2025-02-25,1295,-1.80978e-05,0.0092520623,0.0249436746
2025-02-25,1517,9.45904e-05,0.0474518831,0.0604261826
2025-02-25,1608,-0.0018701928,-0.0168506947,-0.0322819187
2025-02-25,1208,-0.0004352458,0.0058213825,0.0016121471
2025-02-25,1232,-0.779770846,-0.0282593595,-0.9945893289
2025-02-26,1232,585.6481589104,569.0698576405,2.1741602005
2025-02-26,1270,0.002766603,-0.0004481741,0.0110557905
2025-02-26,1234,-0.0268641795,46.6049399479,-0.9998216971
2025-02-26,1676,-3.63562e-05,-0.0007582572,
2025-02-26,1209,0.0045760689,0.0090605968,0.0051207381
2025-02-26,1210,-0.0009681806,0.0164176337,0.0402123527
2025-02-26,1695,-0.0037426706,-0.001029673,-0.0280108479
2025-02-26,1875,,,
2025-02-26,1204,0.0010107914,0.0049953825,0.0133453204
2025-02-26,1672,-0.0013285516,-0.0031874469,0.0158283674
2025-02-26,1247,-0.0083717142,-0.008436396,0.0460148494
2025-02-26,1233,0.000218583,0.0043566803,-0.3428030359
2025-02-26,1205,0.0010144826,0.005101093,0.0135699649
2025-02-26,1297,0.0022426007,0.0065192794,0.0005868979
2025-02-26,1206,0.0010890228,-0.0001489907,0.0045283483
2025-02-26,1607,0.0071821178,-0.0116362211,-0.0371200348
2025-02-26,1295,-0.0001972899,0.009052947,0.0247414635
2025-02-26,1175,0.0009295464,0.0121988118,0.0303640648
2025-02-26,1517,0.0024085097,0.0499746812,0.0629802294
2025-02-26,1211,-0.0039496896,0.0072664474,0.0367452066
2025-02-26,1608,0.0073608058,-0.0096139236,-0.0251587338
2025-02-26,1296,0.0019727659,-0.0980920542,-0.1408989281
2025-02-26,1203,-0.0016809965,0.0065181313,0.0259727933
2025-02-26,1208,0.0038006313,0.0096441388,0.0054189056
2025-02-26,1157,0.0009356354,0.0057894626,0.0117251289
2025-02-26,1693,-0.0001445597,-0.0036930762,
2025-02-26,1694,-0.0005079587,-0.0116482379,
2025-02-26,1273,-0.001197157,-0.0053345721,0.0094424657
2025-02-27,1211,-0.0010960675,0.0061624153,0.0356088638
2025-02-27,1693,-0.0001445317,-0.0038370741,
2025-02-27,1608,-0.0053064587,-0.0148693664,-0.0303316888
2025-02-27,1676,-3.63512e-05,-0.0007945809,
2025-02-27,1203,-0.0009345321,0.0055775078,0.0250139888
2025-02-27,1875,,,
2025-02-27,1694,-0.0005081018,-0.0121504213,
2025-02-27,1232,-0.99832013,-0.0423567545,-0.9946678235
2025-02-27,1295,-0.0009232925,0.0081212959,0.0237953273
2025-02-27,1206,-0.0005404213,-0.0006893315,0.0039854798
2025-02-27,1296,-0.0010478273,-0.099037098,-0.1417991176
2025-02-27,1205,-0.000916779,0.0041796375,0.0126407452
2025-02-27,1607,-0.0053006607,-0.0168752022,-0.0422239349
2025-02-27,1695,-0.0024219383,-0.0034491175,-0.0303649457
2025-02-27,1209,-0.0026711468,0.0063652477,0.002435913
2025-02-27,1175,-0.002650845,0.0095156296,0.0276327293
2025-02-27,1273,0.001251349,-0.0040898985,0.0107056306
2025-02-27,1297,-0.001364242,0.0051461435,-0.0007781447
2025-02-27,1157,1.99324e-05,0.0058095105,0.0117452951
2025-02-27,1247,0.0015539669,-0.006895539,0.0476403219
2025-02-27,1208,-0.0023647488,0.0072565839,0.0030413424
2025-02-27,1517,0.000559492,0.0505621336,0.0635749584
2025-02-27,1270,-0.0044676028,-0.0049137746,0.0065387948
2025-02-27,1204,-0.000891913,0.004099014,0.0124415044
2025-02-27,1233,0.0001587548,0.0045161268,-0.3426987027
2025-02-27,1234,0.0296555091,48.0166886795,-0.9998164095
2025-02-27,1672,-0.0040309102,-0.0072055088,0.0117336545
2025-02-27,1210,0.0021571058,0.0186101541,0.0424562009
2025-02-28,1517,-0.0104241203,0.0396109475,0.052488125
2025-02-28,1210,-0.0027986392,0.0157594318,0.0395387421
2025-02-28,1204,0.0022912382,0.0063996441,0.0147612492
2025-02-28,1209,0.0035085687,0.0098961494,0.0059530283
2025-02-28,1270,0.0031656169,-0.0017637128,0.0097251111
2025-02-28,1672,0.0007361628,-0.0064746504,0.0124784552
2025-02-28,1232,-0.0005681976,-0.0429008852,-0.9946708532
2025-02-28,1693,-0.0001455921,-0.0039821076,
2025-02-28,1234,0.2048456946,58.0575463197,-0.9997788018
2025-02-28,1206,0.0018490749,0.0011584687,0.0058419241
2025-02-28,1695,-0.003305982,-0.0067436969,-0.0335705418
2025-02-28,1694,-0.0005083538,-0.0126525985,
2025-02-28,1608,0.0126530323,-0.0024044766,-0.0180624442
2025-02-28,1208,0.0026264969,0.0099021403,0.0056758274
2025-02-28,1607,0.0127415311,-0.004348687,-0.0300204013
2025-02-28,1233,0.0001576444,0.0046744832,-0.3425950828
2025-02-28,1297,0.0025953296,0.0077548291,0.0018151653
2025-02-28,1676,0.0012399183,0.0004443522,
2025-02-28,1273,0.0011700535,-0.0029246303,0.0118882103
2025-02-28,1157,0.0005565371,0.0063692809,0.012308369
2025-02-28,1296,0.0021411312,-0.0971080181,-0.1399615969
2025-02-28,1875,,,
2025-02-28,1205,0.0023241385,0.0065134901,0.0149942627
2025-02-28,1247,-0.0088592177,-0.0156936676,0.0383590482
2025-02-28,1175,-0.002412043,0.0070806344,0.0251540349
2025-02-28,1203,-0.0023074415,0.0032571964,0.0226488289
2025-02-28,1295,-0.0013534434,0.0067568608,0.0224096783
2025-02-28,1211,-0.0059973271,0.0001281301,0.0293979786
2025-03-05,1693,-0.0001595708,-0.0001595708,
2025-03-05,1210,0.0020856171,0.0020856171,0.0417068219
2025-03-05,1206,-0.0032916448,-0.0032916448,0.0025310497
2025-03-05,1232,-0.0006088766,-0.0006088766,-0.994674098
2025-03-05,1607,-0.0204275729,-0.0204275729,-0.0498347303
2025-03-05,1517,0.0292109037,0.0292109037,0.0832322543
2025-03-05,1233,0.0001574978,0.0001574978,-0.342491543
2025-03-05,1209,-0.0019046588,-0.0019046588,0.004037031
2025-03-05,1204,-0.0020352731,-0.0020352731,0.0126959328
2025-03-05,1270,-0.0015170247,-0.0015170247,0.0081933331
2025-03-05,1175,0.0059896575,0.0059896575,0.0312943565
2025-03-05,1205,-0.0020266286,-0.0020266286,0.0129372462
2025-03-05,1234,-0.1927812075,-0.1927812075,-0.9998214446
2025-03-05,1295,0.0028860188,0.0028860188,0.0253603719
2025-03-05,1297,-0.001174876,-0.001174876,0.0006381567
2025-03-05,1875,,,
2025-03-05,1247,-0.0037336988,-0.0037336988,0.0344821282
2025-03-05,1695,-0.0032924599,-0.0032924599,-0.0367524721
2025-03-05,1157,0.0003072872,0.0003072872,0.0126194384
2025-03-05,1208,-0.002489511,-0.002489511,0.0031721863
2025-03-05,1203,0.0026912977,0.0026912977,0.0254010814
2025-03-05,1296,-0.0020474936,-0.0020474936,-0.1417225201
2025-03-05,1672,0.0008260953,0.0008260953,0.013314859
2025-03-05,1273,-0.0024383401,-0.0024383401,0.0094208827
2025-03-05,1694,-0.0005425839,-0.0005425839,
2025-03-05,1608,-0.0194503757,-0.0194503757,-0.0371614987
2025-03-05,1676,-3.84284e-05,-3.84284e-05,
2025-03-05,1211,0.0066096487,0.0066096487,0.0362019377
2025-03-06,1297,-0.0020442653,-0.0032167396,-0.0014074131
2025-03-06,1608,-0.0095588074,-0.0288232607,-0.0463650865
2025-03-06,1875,,,
2025-03-06,1175,-0.0004350145,0.0055520374,0.0308457284
2025-03-06,1672,-0.0003004552,0.0005253919,0.0130104032
2025-03-06,1693,-0.0001588898,-0.0003184353,
2025-03-06,1203,-0.0006915897,0.0019978467,0.0246919246
2025-03-06,1234,-0.0052559746,-0.197023929,-0.9998223831
2025-03-06,1233,0.0001586062,0.0003161291,-0.342387258
2025-03-06,1694,-0.0005427643,-0.0010850537,
2025-03-06,1209,-0.0041835273,-0.0060802179,-0.0001633852
2025-03-06,1247,0.0021637947,-0.001577983,0.0367205352
2025-03-06,1273,-3.606e-05,-0.0024743122,0.0093844829
2025-03-06,1205,-0.0010876151,-0.0031120396,0.0118355603
2025-03-06,1295,-0.0001903701,0.0026950993,0.0251651739
2025-03-06,1296,-0.0021679318,-0.0042109866,-0.1435832072
2025-03-06,1210,0.0025576845,0.004648636,0.0443711793
2025-03-06,1695,-0.0010921364,-0.0043810005,-0.0378044698
2025-03-06,1607,-0.0103048367,-0.0305219069,-0.0596260283
2025-03-06,1157,0.0003960259,0.0007034348,0.013020462
2025-03-06,1517,0.0029977317,0.0322962019,0.086479494
2025-03-06,1270,-0.0027769282,-0.0042897403,0.0053936525
2025-03-06,1676,-4.05887e-05,-7.90156e-05,
2025-03-06,1204,-0.0010782799,-0.0031113585,0.0116039631
2025-03-06,1206,-0.0013409656,-0.0046281965,0.00118669
2025-03-06,1232,-0.0006080784,-0.0012165848,-0.9946773366
2025-03-06,1211,-0.0007214314,0.0058834488,0.035454389
2025-03-06,1208,-0.0047167892,-0.0071945577,-0.0015595653
2025-03-07,1203,0.0021960611,0.0041982953,0.0269422107
2025-03-07,1175,0.0004251481,0.0059795459,0.0312839906
2025-03-07,1157,0.0002195684,0.0009231577,0.0132428893
2025-03-07,1693,-0.0001576722,-0.0004760573,
2025-03-07,1695,0.006387271,0.0019782879,-0.0316586661
2025-03-07,1206,-0.0012512628,-0.0058736683,-6.60576e-05
2025-03-07,1205,-0.0003266368,-0.0034376599,0.0115050575
2025-03-07,1296,0.0005242477,-0.0036889465,-0.1431342326
2025-03-07,1517,-0.0056901351,0.0264222969,0.0802972788
2025-03-07,1608,0.0049059495,-0.0240587166,-0.0416866017
2025-03-07,1273,0.0002384662,-0.002236436,0.0096251871
2025-03-07,1270,-0.0001386995,-0.0044278449,0.0052542049
2025-03-07,1211,0.0043034397,0.0102122076,0.0399104046
2025-03-07,1295,0.0011213807,0.0038195023,0.0263147745
2025-03-07,1297,0.0003566545,-0.0028612324,-0.0010512606
2025-03-07,1232,-0.0006378128,-0.0018536217,-0.9946807314
2025-03-07,1672,0.0009445636,0.0014704518,0.0139672561
2025-03-07,1234,-0.0053878642,-0.2013502551,-0.9998233401
2025-03-07,1209,0.0010507007,-0.0050359056,0.0008871438
2025-03-07,1694,-0.0005432047,-0.001627669,
2025-03-07,1676,-3.83864e-05,-0.000117399,
2025-03-07,1210,0.0043193172,0.0089880321,0.0488821497
2025-03-07,1204,-0.0003346067,-0.0034449241,0.0112654736
2025-03-07,1233,0.0267352667,0.0270598477,-0.3248058059
2025-03-07,1607,0.0051978141,-0.0254827399,-0.0547381392
2025-03-07,1875,,,
2025-03-07,1208,0.0014767898,-0.0057283927,-8.50786e-05
2025-03-07,1247,0.0118466189,0.010249942,0.0490021683
2025-03-10,1607,-0.0046859502,-0.0300492793,-0.0591675892
2025-03-10,1247,-0.0049622884,0.0052367904,0.0437967169
2025-03-10,1209,-0.0100953501,-0.0150804165,-0.0092171623
2025-03-10,1273,0.001369258,-0.0008702402,0.0110076245
2025-03-10,1608,-0.0046040427,-0.028551992,-0.0460987175
2025-03-10,1676,-3.8461e-05,-0.0001558555,
2025-03-10,1296,-0.0044078921,-0.0080805782,-0.1469112045
2025-03-10,1211,-0.0018812485,0.0083117474,0.0379540747
2025-03-10,1672,-0.0044026225,-0.0029386445,0.0095031409
2025-03-10,1204,-0.000183591,-0.0036278828,0.0110798143
2025-03-10,1208,-0.0115679329,-0.01723006,-0.0116520274
2025-03-10,1517,-0.025260426,0.0004944325,0.0530085093
2025-03-10,1232,2.9778559144,2.9704824743,-0.9788407163
2025-03-10,1693,-0.0001625887,-0.0006385687,
2025-03-10,1695,-0.0058031672,-0.0038363597,-0.0372781128
2025-03-10,1175,-0.0104720051,-0.0045550769,0.0204843794
2025-03-10,1694,-0.0005434056,-0.0021701902,
2025-03-10,1203,-0.0008968402,0.0032976898,0.0260212076
2025-03-10,1295,-0.0032281794,0.0005789929,0.0230016462
2025-03-10,1234,344.8280969034,275.1955213464,-0.9389060543
2025-03-10,1270,-0.0056224418,-0.0100253914,-0.0003977783
