overview_date,root_portfolio,origin_portfolio_id,category_name,book_name,financial_value,dtd_custos_fin,portfolio_id,portfolio_nav_ontem
2025-05-30,1296,1517,Liquidação de ativos na BM&F,CPR,-9251.418539231634,0.0,1296,865351001.580000000
2025-05-30,1296,1517,Juros sobre capital próprio (JCP),CPR,2406197.16471201,0.0,1296,865351001.580000000
2025-05-30,1296,1517,Gasto com despesas administrativas,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1296,1517,Dividendo,CPR,580073.1125659024,0.0,1296,865351001.580000000
2025-05-30,1296,1517,Ajuste para manter patrimônio / valor de cota fixado,CPR,9.483954194406914,9.483954194406914,1296,865351001.580000000
2025-05-30,1296,1296,Resgate a pagar,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1296,1296,Liquidação de renda fixa,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1296,1296,Liquidação de cotas de fundos,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1296,1296,Juros,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1296,1208,Taxa de custódia,CPR,-1650.62999706693,-78.60999986031477,1296,865351001.580000000
2025-05-30,1296,1517,Resgate a pagar,CPR,0.0,0.0,1296,865351001.580000000
2025-05-30,1295,1695,Taxa de administração,CPR,-15631.930018116875,-757.3200008777076,1295,9346771414.540000000
2025-05-30,1295,1695,Taxa Selic,CPR,33.390000038697906,-2.7800000032219288,1295,9346771414.540000000
2025-05-30,1295,1695,Taxa CVM,CPR,37757.47004375967,-159.99000018541847,1295,9346771414.540000000
2025-05-30,1295,1270,Ajuste de futuro,CPR,5345011.183788711,0.0,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa de performance,CPR,-1579509.5962076848,199825.9229549789,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa de custódia,CPR,-1645.8491993393257,-78.37424477444384,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa de administração,CPR,-263045.08992652234,-12542.115871809827,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa CVM,CPR,33681.510628449134,-224.54559119293978,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa CETIP,CPR,-31812.408158036193,-1514.8775257087707,1295,9346771414.540000000
2025-05-30,1295,1203,Taxa Anbima,CPR,4.547473508864641e-13,-25.12071493468031,1295,9346771414.540000000
2025-05-30,1295,1203,Outros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1203,Liquidação de renda fixa,CPR,-527069.8082081053,0.0,1295,9346771414.540000000
2025-05-30,1295,1203,Liquidação de cotas de fundos,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1203,Gasto de cartório,CPR,-1116.1172415082037,-1.590547839156648,1295,9346771414.540000000
2025-05-30,1295,1203,Gasto de auditoria,CPR,-21064.81794483086,-52.13020542835914,1295,9346771414.540000000
2025-05-30,1295,1203,Gasto com despesas administrativas,CPR,-3660.775083830957,-0.16899570791039387,1295,9346771414.540000000
2025-05-30,1295,1270,Ajuste de saldo em caixa,CPR,0.0,20068944.45913138,1295,9346771414.540000000
2025-05-30,1295,1203,Come-cotas,CPR,-26928837.341783214,0.0,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa de custódia,CPR,-1649.8799997658152,-78.56999998884773,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa de administração,CPR,-241105.01996577744,-11381.329998384528,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa Selic,CPR,-1.7099999997572817,-0.07999999998864477,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa CVM,CPR,33881.66999519082,-225.8799999679385,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa CETIP,CPR,-31999.999995457903,-1523.8099997837096,1295,9346771414.540000000
2025-05-30,1295,1175,Taxa Anbima,CPR,4.547473508864641e-13,-25.269999996413166,1295,9346771414.540000000
2025-05-30,1295,1175,Outros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1175,Liquidação de cotas de fundos,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1175,Juros sobre capital próprio (JCP),CPR,1708980.8197574266,0.0,1295,9346771414.540000000
2025-05-30,1295,1175,Gasto de cartório,CPR,-2255.149999679903,-1.5899999997743148,1295,9346771414.540000000
2025-05-30,1295,1175,Gasto de auditoria,CPR,-31763.569995491463,-44.58999999367088,1295,9346771414.540000000
2025-05-30,1295,1175,Gasto com despesas administrativas,CPR,-330758.49995305197,0.0,1295,9346771414.540000000
2025-05-30,1295,1175,Amortização,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1203,Ajuste para manter patrimônio / valor de cota fixado,CPR,0.03976369902854007,-0.04970461699136805,1295,9346771414.540000000
2025-05-30,1295,1270,Dividendo,CPR,46095.37986019383,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Gasto com despesas no exterior,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Juros sobre capital próprio (JCP),CPR,7642462.576820595,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Resgate a pagar,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Outros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Liquidação de cotas de fundos,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Liquidação de compromissada - retorno,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Liquidação de compromissada - inicio,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1695,Gasto de auditoria,CPR,-39.26000004550104,0.17000000019702438,1295,9346771414.540000000
2025-05-30,1295,1695,Categoria não identificada,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Taxa de custódia,CPR,-3372.690061495189,-168.98885995724206,1295,9346771414.540000000
2025-05-30,1295,1517,Taxa de administração,CPR,-26976.825731994657,-1351.6633923114405,1295,9346771414.540000000
2025-05-30,1295,1517,Resgate a pagar,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Outros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Liquidação de empréstimo de ativos,CPR,523.090755476753,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Liquidação de ativos na Bovespa,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Liquidação de ativos na BM&F,CPR,-55497.16254753433,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Juros sobre capital próprio (JCP),CPR,14434231.313301867,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Gasto com despesas administrativas,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Dividendo,CPR,3479727.1014178735,0.0,1295,9346771414.540000000
2025-05-30,1295,1517,Ajuste para manter patrimônio / valor de cota fixado,CPR,56.89209122778317,56.89209122778317,1295,9346771414.540000000
2025-05-30,1295,1295,Liquidação de cotas de fundos,CPR,54363752.38,0.0,1295,9346771414.540000000
2025-05-30,1295,1295,Juros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1295,Amortização,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Taxa de custódia,CPR,-4483.309986402228,-217.3599993407524,1295,9346771414.540000000
2025-05-30,1295,1270,Taxa de administração,CPR,-35860.239891236764,-1738.579994726929,1295,9346771414.540000000
2025-05-30,1295,1270,Resgate a pagar,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Outros,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Liquidação de empréstimo de ativos,CPR,298985.1490931853,-56409.71982891069,1295,9346771414.540000000
2025-05-30,1295,1270,Liquidação de compromissada - retorno,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Liquidação de compromissada - inicio,CPR,0.0,0.0,1295,9346771414.540000000
2025-05-30,1295,1270,Liquidação de ativos na Bovespa,CPR,0.0,-19975380.35941516,1295,9346771414.540000000
2025-05-30,1297,1204,Come-cotas,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1204,Gasto com despesas administrativas,CPR,-3.6599863626892892,-0.16999936657299977,1297,1005867806.810000000
2025-05-30,1297,1204,Gasto de auditoria,CPR,-1308.1951255929307,-47.199824130856406,1297,1005867806.810000000
2025-05-30,1297,1204,Gasto de cartório,CPR,-684.0874510524908,-1.5999940383341156,1297,1005867806.810000000
2025-05-30,1693,1693,Taxa CVM,CPR,-32431.130000000005,-24.71,1693,5193131.610000000
2025-05-30,1693,1693,Outros,CPR,-1118.09,0.0,1693,5193131.610000000
2025-05-30,1693,1693,Liquidação de cotas de fundos,CPR,0.0,0.0,1693,5193131.610000000
2025-05-30,1676,1676,Taxa de consultoria,CPR,0.0,0.0,1676,18296030.420000000
2025-05-30,1676,1676,Taxa de administração,CPR,-10653.779999999999,-507.32,1676,18296030.420000000
2025-05-30,1676,1676,Outros,CPR,6522.23,-74.12,1676,18296030.420000000
2025-05-30,1676,1676,Liquidação de cotas de fundos,CPR,0.0,0.0,1676,18296030.420000000
2025-05-30,1676,1676,Categoria não identificada,CPR,0.0,0.0,1676,18296030.420000000
2025-05-30,1676,1676,Ajuste para manter patrimônio / valor de cota fixado,CPR,0.01000000838720065,0.010000008,1676,18296030.420000000
2025-05-30,1676,1676,Ajuste de saldo em caixa,CPR,0.0,-10000.0,1676,18296030.420000000
2025-05-30,1608,1608,Taxa de administração,CPR,-5976.419999999998,-287.41,1608,182468019.080000000
2025-05-30,1608,1608,Taxa Selic,CPR,24.370000000000005,-2.03,1608,182468019.080000000
2025-05-30,1608,1608,Taxa CVM,CPR,28721.190000000002,-123.12,1608,182468019.080000000
2025-05-30,1693,1693,Taxa de administração,CPR,-10146.46,-507.32,1693,5193131.610000000
2025-05-30,1608,1608,Taxa CETIP,CPR,1136.6100000000006,-94.72,1608,182468019.080000000
2025-05-30,1608,1608,Resgate a pagar,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Outros,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Liquidação de renda fixa,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Liquidação de cotas de fundos,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Liquidação de compromissada - retorno,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Liquidação de compromissada - inicio,CPR,0.0,0.0,1608,182468019.080000000
2025-05-30,1608,1608,Gasto de auditoria,CPR,-135.14,0.6,1608,182468019.080000000
2025-05-30,1607,1607,Taxa de performance,CPR,-2576.29,-1350.04,1607,176494372.580000000
2025-05-30,1607,1607,Taxa de administração,CPR,-5640.450000000002,-277.94,1607,176494372.580000000
2025-05-30,1607,1607,Taxa Selic,CPR,24.97999999999996,-2.0800000000000125,1607,176494372.580000000
2025-05-30,1607,1607,Taxa CVM,CPR,28721.19,-123.12,1607,176494372.580000000
2025-05-30,1607,1607,Taxa CETIP,CPR,1062.0200000000004,-88.5,1607,176494372.580000000
2025-05-30,1607,1607,Taxa Anbima,CPR,273.8600000000024,-17.12,1607,176494372.580000000
2025-05-30,1608,1608,Taxa Anbima,CPR,273.8599999999933,-17.119999999999997,1608,182468019.080000000
2025-05-30,1694,1694,Liquidação de compromissada - inicio,CPR,0.0,0.0,1694,32916929.140000000
2025-05-30,1694,1694,Liquidação de compromissada - retorno,CPR,0.0,0.0,1694,32916929.140000000
2025-05-30,1694,1694,Outros,CPR,6522.23,-37.06,1694,32916929.140000000
2025-05-30,1886,1886,Taxa de custódia,CPR,-6404.0300000000025,-204.28999999999996,1886,146732236.000000000
2025-05-30,1886,1886,Taxa de administração,CPR,-6193.919999999998,-203.80000000000018,1886,146732236.000000000
2025-05-30,1886,1886,Taxa Selic,CPR,-2.0,-0.10000000000000009,1886,146732236.000000000
2025-05-30,1886,1886,Taxa CVM,CPR,26170.66,-174.47,1886,146732236.000000000
2025-05-30,1886,1886,Outros,CPR,0.0,0.0,1886,146732236.000000000
2025-05-30,1886,1886,Gasto de cartório,CPR,-28.510000000000005,-1.4300000000000033,1886,146732236.000000000
2025-05-30,1886,1886,Gasto de auditoria,CPR,-670.75,-33.539999999999964,1886,146732236.000000000
2025-05-30,1882,1882,Taxa de performance,CPR,-24817.92,-385.8799999999974,,
2025-05-30,1882,1882,Taxa de custódia,CPR,-1272.74,-97.91,,
2025-05-30,1882,1882,Taxa de administração,CPR,-1822.79,-122.48,,
2025-05-30,1882,1882,Outros,CPR,0.0,0.0,,
2025-05-30,1882,1882,Gasto de cartório,CPR,-14.76,-1.48,,
2025-05-30,1882,1882,Gasto de auditoria,CPR,-154.48,-15.45,,
2025-05-30,1882,1882,Gasto com despesas administrativas,CPR,-186472.9,0.0,,
2025-05-30,1882,1882,Come-cotas,CPR,0.0,0.0,,
2025-05-30,1882,1882,Ajuste para manter patrimônio / valor de cota fixado,CPR,13.26,13.26,,
2025-05-30,1695,1695,Taxa de performance,CPR,-2816799.79,52964.049999999814,1695,476590342.270000000
2025-05-30,1695,1695,Taxa de administração,CPR,-15631.929999999986,-757.3199999999997,1695,476590342.270000000
2025-05-30,1695,1695,Taxa Selic,CPR,33.39,-2.780000000000001,1695,476590342.270000000
2025-05-30,1695,1695,Taxa CVM,CPR,37757.47000000001,-159.98999999999796,1695,476590342.270000000
2025-05-30,1695,1695,Resgate a pagar,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1695,1695,Outros,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1695,1695,Liquidação de cotas de fundos,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1695,1695,Liquidação de compromissada - retorno,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1695,1695,Liquidação de compromissada - inicio,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1695,1695,Gasto de auditoria,CPR,-39.26,0.17,1695,476590342.270000000
2025-05-30,1695,1695,Categoria não identificada,CPR,0.0,0.0,1695,476590342.270000000
2025-05-30,1694,1694,Taxa de administração,CPR,-10653.780000000006,-507.32,1694,32916929.140000000
2025-05-30,1694,1694,Taxa CVM,CPR,0.0,0.0,1694,32916929.140000000
2025-05-30,1607,1607,Resgate a pagar,CPR,0.0,0.0,1607,176494372.580000000
2025-05-30,1295,1175,Ajuste para manter patrimônio / valor de cota fixado,CPR,8505.109998792781,9547.269998644857,1295,9346771414.540000000
2025-05-30,1607,1607,Outros,CPR,0.0,0.0,1607,176494372.580000000
2025-05-30,1607,1607,Liquidação de compromissada - retorno,CPR,0.0,0.0,1607,176494372.580000000
2025-05-30,1297,1517,Gasto com despesas administrativas,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Dividendo,CPR,580073.1131102882,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Ajuste para manter patrimônio / valor de cota fixado,CPR,9.483954203307395,9.483954203307395,1297,1005867806.810000000
2025-05-30,1297,1297,Resgate a pagar,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1297,Liquidação de cotas de fundos,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1297,Juros,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1297,Amortização,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa de custódia,CPR,-1648.2799986179796,-78.4899999341891,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa de administração,CPR,-37139.73996885973,-1807.1099984848067,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa Selic,CPR,-1.7099999985662298,-0.07999999993292303,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa CVM,CPR,24093.629979798392,-160.61999986532624,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa CETIP,CPR,-4212.679996467828,-200.5999998318045,1297,1005867806.810000000
2025-05-30,1297,1209,Taxa Anbima,CPR,4.547473508864641e-13,-22.369999981243605,1297,1005867806.810000000
2025-05-30,1297,1517,Juros sobre capital próprio (JCP),CPR,2406197.1669701724,0.0,1297,1005867806.810000000
2025-05-30,1297,1209,Outros,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1209,Gasto de cartório,CPR,-786.1999993408011,-1.5899999986668454,1297,1005867806.810000000
2025-05-30,1297,1209,Gasto de auditoria,CPR,-6012.629994958638,-23.949999979918832,1297,1005867806.810000000
2025-05-30,1297,1209,Gasto com despesas administrativas,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa de performance,CPR,-67960.59677507443,9470.744711483727,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa de custódia,CPR,-1653.723838133923,-78.74970657425725,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa de administração,CPR,-32468.479020659415,-1553.3742120421552,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa Selic,CPR,-1.7099936284695858,-0.07999970191670577,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa CVM,CPR,24093.540226142497,-160.61940152326602,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa CETIP,CPR,-5481.129577009398,-261.0090274659922,1297,1005867806.810000000
2025-05-30,1297,1204,Taxa Anbima,CPR,-4.973799150320701e-14,-22.369916648458855,1297,1005867806.810000000
2025-05-30,1297,1204,Resgate a pagar,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1204,Outros,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1204,Liquidação de renda fixa,CPR,-119986.48292375801,0.0,1297,1005867806.810000000
2025-05-30,1297,1209,Liquidação de cotas de fundos,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Liquidação de ativos na BM&F,CPR,-9251.418547913883,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Liquidação de ativos na Bovespa,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Liquidação de empréstimo de ativos,CPR,87.199620580871,0.0,1297,1005867806.810000000
2025-05-30,1607,1607,Liquidação de compromissada - inicio,CPR,0.0,0.0,1607,176494372.580000000
2025-05-30,1607,1607,Gasto de auditoria,CPR,-135.13999999999987,0.599999999999909,1607,176494372.580000000
2025-05-30,1517,1517,Taxa de custódia,CPR,-4497.15,-225.33,1517,1132494383.580000000
2025-05-30,1517,1517,Taxa de administração,CPR,-35970.94,-1802.31,1517,1132494383.580000000
2025-05-30,1517,1517,Resgate a pagar,CPR,0.0,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Outros,CPR,0.0,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Liquidação de empréstimo de ativos,CPR,697.49,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Liquidação de ativos na Bovespa,CPR,0.0,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Liquidação de ativos na BM&F,CPR,-74000.0,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Juros sobre capital próprio (JCP),CPR,19246625.740000002,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Gasto com despesas administrativas,CPR,0.0,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Dividendo,CPR,4639873.35,0.0,1517,1132494383.580000000
2025-05-30,1517,1517,Ajuste para manter patrimônio / valor de cota fixado,CPR,75.86,75.86,1517,1132494383.580000000
2025-05-30,1297,1608,Taxa de administração,CPR,-5976.419983852895,-287.40999922347504,1297,1005867806.810000000
2025-05-30,1297,1608,Taxa Selic,CPR,24.369999934157022,-2.0299999945153413,1297,1005867806.810000000
2025-05-30,1297,1608,Taxa CVM,CPR,28721.189922401023,-123.11999966735411,1297,1005867806.810000000
2025-05-30,1297,1608,Taxa CETIP,CPR,1136.6099969291045,-94.71999974408529,1297,1005867806.810000000
2025-05-30,1297,1608,Taxa Anbima,CPR,273.8599992600757,-17.11999995374514,1297,1005867806.810000000
2025-05-30,1297,1608,Resgate a pagar,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Outros,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Liquidação de renda fixa,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Liquidação de cotas de fundos,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Liquidação de compromissada - retorno,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Liquidação de compromissada - inicio,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1608,Gasto de auditoria,CPR,-135.13999963487842,0.5999999983789186,1297,1005867806.810000000
2025-05-30,1297,1517,Taxa de custódia,CPR,-562.2299584155529,-28.170569478397777,1297,1005867806.810000000
2025-05-30,1297,1517,Taxa de administração,CPR,-4497.057047322938,-225.32329950122528,1297,1005867806.810000000
2025-05-30,1297,1517,Resgate a pagar,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1297,1517,Outros,CPR,0.0,0.0,1297,1005867806.810000000
2025-05-30,1607,1607,Liquidação de cotas de fundos,CPR,0.0,0.0,1607,176494372.580000000
2025-05-30,1273,1273,Taxa de custódia,CPR,-1740.0900000000001,-82.86,1273,44137119.250000000
2025-05-30,1296,1607,Taxa de performance,CPR,-2576.2899708991126,-1350.0399847504116,1296,865351001.580000000
2025-05-30,1273,1273,Taxa Selic,CPR,-12.01,-0.57,1273,44137119.250000000
2025-05-30,1205,1205,Liquidação de renda fixa,CPR,-118354.88,0.0,1205,312578611.840000000
2025-05-30,1205,1205,Gasto de cartório,CPR,-684.0899999999999,-1.6,1205,312578611.840000000
2025-05-30,1205,1205,Gasto de auditoria,CPR,-7899.71,-42.47,1205,312578611.840000000
2025-05-30,1205,1205,Gasto com despesas administrativas,CPR,-148823.62,-0.17,1205,312578611.840000000
2025-05-30,1205,1205,Come-cotas,CPR,0.0,0.0,1205,312578611.840000000
2025-05-30,1204,1204,Taxa de performance,CPR,-67960.85,9470.779999999999,1204,376259931.970000000
2025-05-30,1204,1204,Taxa de custódia,CPR,-1653.73,-78.75,1204,376259931.970000000
2025-05-30,1204,1204,Taxa de administração,CPR,-32468.6,-1553.38,1204,376259931.970000000
2025-05-30,1204,1204,Taxa Selic,CPR,-1.71,-0.08,1204,376259931.970000000
2025-05-30,1204,1204,Taxa CVM,CPR,24093.630000000005,-160.62,1204,376259931.970000000
