overview_date,portfolio_id,origin_portfolio_id,instrument_name,book_name,asset_value,dtd_ativo_fin
2025-06-30,1295.0000000000000000,1175.0000000000000000,Amortização,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1203.0000000000000000,Gasto de cartório,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-1154.6599998014926314,-1.5999999997249306
2025-06-30,1295.0000000000000000,1203.0000000000000000,Taxa CETIP,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-32001.4399944983597379,-1600.0699997249182616
2025-06-30,1295.0000000000000000,1270.0000000000000000,Ajuste de futuro,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-8289117.2360852491110563,0.0000000000000000
2025-06-30,1295.0000000000000000,1270.0000000000000000,Ajuste para manter patrimônio / valor de cota fixado,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-1435.6364835627030061,-1435.9299434180743447
2025-06-30,1295.0000000000000000,1270.0000000000000000,Gasto com despesas no exterior,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1295.0000000000000000,Liquidação de renda fixa,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Ajuste de saldo em caixa,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,89.6129185762492142
2025-06-30,1295.0000000000000000,1517.0000000000000000,Dividendo,Risco >> Caixas e Provisionamentos >> CPR (Provisões),3479727.1128768818452954,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Gasto com despesas administrativas,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Juros sobre capital próprio (JCP),Risco >> Caixas e Provisionamentos >> CPR (Provisões),23954268.6528283879160881,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Liquidação de ativos na BM&F,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-55497.1627302907509147,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Liquidação de ativos na Bovespa,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1517.0000000000000000,Liquidação de empréstimo de ativos,Risco >> Caixas e Provisionamentos >> CPR (Provisões),713.0860437681399162,-11.3769183597096042
2025-06-30,1295.0000000000000000,1517.0000000000000000,Taxa de custódia,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-3578.5245493984139102,-180.2532846246673159
2025-06-30,1295.0000000000000000,1695.0000000000000000,Categoria não identificada,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Gasto de auditoria,Risco >> Caixas e Provisionamentos >> CPR (Provisões),9079.7199205752986018,-35.9899996851777857
2025-06-30,1295.0000000000000000,1695.0000000000000000,Liquidação de compromissada - inicio,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Liquidação de compromissada - retorno,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Liquidação de cotas de fundos,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Outros,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Resgate a pagar,Risco >> Caixas e Provisionamentos >> CPR (Provisões),0.0000000000000000,0.0000000000000000
2025-06-30,1295.0000000000000000,1695.0000000000000000,Taxa Anbima,Risco >> Caixas e Provisionamentos >> CPR (Provisões),994.5999912997527872,-27.6299997583070258
2025-06-30,1295.0000000000000000,1695.0000000000000000,Taxa CVM,Risco >> Caixas e Provisionamentos >> CPR (Provisões),34557.6896977071446599,-159.9899986004901109
2025-06-30,1295.0000000000000000,1695.0000000000000000,Taxa Selic,Risco >> Caixas e Provisionamentos >> CPR (Provisões),33.5999997060845459,-3.0499999733201748
2025-06-30,1295.0000000000000000,1695.0000000000000000,Taxa de administração,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-15191.1498671156587079,-762.2599933321431536
2025-06-30,1295.0000000000000000,1695.0000000000000000,Taxa de performance,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-3128524.0226332871243358,-191635.8183236690238118
2025-06-30,1296.0000000000000000,1205.0000000000000000,Liquidação de renda fixa,Risco >> Caixas e Provisionamentos >> CPR (Provisões),-118354.8799813991354313,0.0000000000000000
